,0,1,score_me,student_answer,question,orginal_student_answer,reference_answer
15,-0.4524476018411549,-0.8749210497191988,4.0,  variable remain private code easily modified reusable as well as easily implemented not mention easier read follow along as observer,What are the main advantages associated with object-oriented programming?,"Variables can remain private. The code is easily modified and reusable, as well as easily implemented. Not to mention easier to read and follow along as an observer.",Abstraction and reusability.
16,-0.6500418922919676,-0.9471336140650981,3.0,  datum abstraction control possible isolate element other element lot easier prevent tampering datum,What are the main advantages associated with object-oriented programming?,Data Abstraction and control... it is possible to isolate elements from other elements a lot easier and prevent tampering of data.,Abstraction and reusability.
17,-1.8429011471059316,0.13104763608903958,5.0,  encapsulation operation knowing how operation work inheritance cut redundancy reusing earlier classes polymorphism select correct operation situation,What are the main advantages associated with object-oriented programming?,Encapsulation - Objects use operations without knowing how the operation works. Inheritance - cuts redundancy by reusing earlier classes. Polymorphism - objects select the correct operation to use in the situation.,Abstraction and reusability.
18,0.6988369797421171,0.005383709675140108,5.0,  easier reuse adapt previously written code separate complex program smaller easier understand classes,What are the main advantages associated with object-oriented programming?,"They make it easier to reuse and adapt previously written code and they separate complex programs into smaller, easier to understand classes.",Abstraction and reusability.
19,-0.1615398450406071,0.07150415569855327,3.0,  existing classes reuse program maintenance verification easier,What are the main advantages associated with object-oriented programming?,"Existing classes can be reused, Program maintenance and verification are easier ",Abstraction and reusability.
20,-0.23603926095628658,0.01181449500738782,3.0,  existing classes feuse program maintenance verification easier,What are the main advantages associated with object-oriented programming?,"Existing classes can be feused, Program maintenance and verification are easier",Abstraction and reusability.
21,-0.5003939085172159,-0.8672062366943853,5.0,  datas abstraction easier maintenance re usability,What are the main advantages associated with object-oriented programming?,"the main advantages to object-oriented programming  is data abstraction, easier maintenance, and re-usability.",Abstraction and reusability.
22,-0.5619588838074324,0.17260730847609032,3.0,  existing classes reuse program maintenance verification easy,What are the main advantages associated with object-oriented programming?,Existing classes can be reused Program maintenance and verifications are easy,Abstraction and reusability.
23,-0.1615398450406071,0.07150415569855327,3.0,  1 existing classes reuse 2 program maintenance verification easier,What are the main advantages associated with object-oriented programming?,1- Existing classes can be reused 2- Program maintenance and verification are easier,Abstraction and reusability.
24,-0.02414124348188962,-0.7246425146854217,3.0,  information hidden easier debug easier more manageable,What are the main advantages associated with object-oriented programming?,Information can be hidden. It is easier to debug. Programming is easier and more manageable.,Abstraction and reusability.
25,-0.1615398450406071,0.07150415569855327,3.0,  existing classes reuse program maintenance verification easier,What are the main advantages associated with object-oriented programming?,"Existing classes can be reused, program maintenance and verification are   easier.",Abstraction and reusability.
26,-0.1615398450406071,0.07150415569855327,3.0,  existing classes reuse program maintenance verification easier,What are the main advantages associated with object-oriented programming?,existing classes can be reused program maintenance and verification are easier,Abstraction and reusability.
27,-1.8527806151456987,0.0376645647407005,3.0,  well one encapsulation value variable private unless method written pass info as well as inheritance where subclasses inherit variable method super classes example book include clock how alarm still clock first classes,What are the main advantages associated with object-oriented programming?,"Well for one encapsulation the values of the variables inside an object are private, unless methods are written to pass info outside of the object. As well as Inheritance where each subclass inherits all variables and methods of its super class.  Example in the book included obj clock and how obj alarm would still use clock from the first class. ",Abstraction and reusability.
0,-0.5967161704384861,0.13331256527101096,5.0,  function int main,Where do C++ programs begin to execute?,At function ‘int main ()’,At the main function.
1,-0.46562781284935223,0.07276191370864389,5.0,  function main,Where do C++ programs begin to execute?,the Function main().,At the main function.
2,0.6818534366442162,-0.1119323026184271,5.0,  main method,Where do C++ programs begin to execute?,c++ programs begin to execute in the main method.,At the main function.
3,-0.4656278128493516,0.07276191370864403,5.0,  main function,Where do C++ programs begin to execute?,A C++ program will begin to execute at the main() function.,At the main function.
4,-0.46562781284935184,0.07276191370864395,5.0,  main function,Where do C++ programs begin to execute?,They begin in the main() function.,At the main function.
5,0.14747372725552682,-0.2645253487220199,5.0,  int main,Where do C++ programs begin to execute?,Int main(),At the main function.
6,0.6818534366442159,-0.11193230261842771,5.0,  main method,Where do C++ programs begin to execute?,main method,At the main function.
7,0.6114018177046755,-1.0319417620446953,0.0,  testing phase,Where do C++ programs begin to execute?,in the testing phase,At the main function.
8,0.27856208484466133,-0.32507600028438716,5.0,  main,Where do C++ programs begin to execute?,main,At the main function.
9,0.31117933206411813,-0.3865540479630204,5.0,  funcion main,Where do C++ programs begin to execute?,They begin to execute at the funcion main().,At the main function.
10,0.6818534366442158,-0.11193230261842767,5.0,  main method,Where do C++ programs begin to execute?,The main method.,At the main function.
11,0.5398118730443345,-0.8367819692791415,0.0,  root,Where do C++ programs begin to execute?,At the root,At the main function.
12,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,In the main() function.,At the main function.
13,0.45428394293606505,0.13008540715291125,5.0,  execution main,Where do C++ programs begin to execute?,C++ programs begin execution at main.,At the main function.
14,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,In the Main function..?,At the main function.
15,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,"At the ""main()"" function",At the main function.
16,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,The main function.,At the main function.
17,-0.4656278128493518,0.07276191370864389,5.0,  function main,Where do C++ programs begin to execute?,The function main,At the main function.
18,1.8019726420621465,1.6759754307854817,5.0,  loading require include statement librarie main method execution,Where do C++ programs begin to execute?,"After loading the required include statements and libraries, the main method begins the execution.",At the main function.
19,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,main function,At the main function.
20,0.27856208484466144,-0.3250760002843872,5.0,  main,Where do C++ programs begin to execute?,main,At the main function.
21,-0.28990595475794817,0.5279233211459423,5.0,  execution main function,Where do C++ programs begin to execute?,C++ programs begin execution at the main function.,At the main function.
22,0.27856208484466144,-0.3250760002843872,5.0,  main,Where do C++ programs begin to execute?,At main,At the main function.
23,0.35244798930256843,-0.4767087246443763,5.0,  beging excute main,Where do C++ programs begin to execute?,they beging to excute at main,At the main function.
24,-0.8013838675388153,0.5119356650653261,5.0,  main function int main,Where do C++ programs begin to execute?,at the main function  int main() {},At the main function.
25,-0.28990595475794817,0.5279233211459423,5.0,  execution main function,Where do C++ programs begin to execute?,C++ programs begin execution at the main function.,At the main function.
26,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,"in the ""main"" function",At the main function.
27,-0.4656278128493518,0.07276191370864389,5.0,  main function,Where do C++ programs begin to execute?,Within the main function,At the main function.
0,0.408319568327978,0.36568459970190714,1.0,  integer string program,What is a variable?,Variable can be a integer or a string in a program.,A location in memory that can store a value.
1,2.1842134065456333,0.8750645814129295,4.0,  programming structure hold datum uniquely name programmer hold datum assigned new value assigned program finished,What is a variable?,"In programming, a structure that holds data and is uniquely named by the programmer. It holds the data assigned to it until a new value is assigned or the program is finished. ",A location in memory that can store a value.
2,-0.751567907225905,-0.48769509813634326,5.0,  location memory where value store,What is a variable?,A variable is a location in memory where a value can be stored.,A location in memory that can store a value.
3,-0.8718034079727763,-0.0536654778720459,5.0,  location computer memory value store later retrieve value,What is a variable?," Variable is a location in the computer's memory, in which a value can be stored and later can retrieve that value.",A location in memory that can store a value.
4,-0.8750942278677055,0.11379147494810919,5.0,  location computer memory where value store program have name value type size,What is a variable?,"A variable is a location in the computer's memory where a value can be stored for use by a program. Each variable has a name, a value, a type and a size.",A location in memory that can store a value.
5,0.8533343471906388,0.6372340492891558,2.0,  name object hold numerical letter value,What is a variable?,A named object that can hold a numerical or letter value,A location in memory that can store a value.
6,0.7535461111283382,3.4221849405326323,3.0,  sybol name value number example : a_used_number stand give number programmer refer number using name,What is a variable?,"It's a sybol or name for a value/number. Example: 'a_used_number' can stand for any given number, and the programmer can refer to that number by using the variable name.",A location in memory that can store a value.
7,-0.7526442586637195,-0.4501725067993793,5.0,  location computer memory where value store program,What is a variable?,A variable is a location in the computers memory where a value can be stored for use by a program,A location in memory that can store a value.
8,0.7684639178756104,-0.23585592021522359,5.0,  block memory hold specific type datum,What is a variable?,a block of memory that holds a specific type of data,A location in memory that can store a value.
9,-0.6139454428078938,-0.7308270239931376,5.0,  location computer memory where store program,What is a variable?,It is a location in the computer's memory where it can be stored for use by a program.,A location in memory that can store a value.
10,-0.7515679072259047,-0.48769509813634365,5.0,  location memory where value store,What is a variable?,A location in memory where value can be stored.,A location in memory that can store a value.
11,0.019542823270125964,0.9740627760090784,3.0,  value word assume set value,What is a variable?,a value/word that can assume any of a set of values,A location in memory that can store a value.
12,-0.19467986273894158,-0.32449149353834844,3.0,  pointer location memory,What is a variable?,A pointer to a location in memory.,A location in memory that can store a value.
13,-0.26937200054606925,0.11652194941984746,5.0,  memory addresses specific type store datum mathematical perspective symbol representing fixed definition changing value,What is a variable?,"A variable is the memory address for a specific type of stored data, or from a mathematical perspective, a symbol representing a fixed definition with changing values.",A location in memory that can store a value.
